"","label_train","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
"2","1",0.062469688081498,0.0142336904764572,0.0242478495709586,0.0306066017177982,0.0567141798794634,0,0.0173108425176552,0.00941630552494572,0.0316835703540302,0.0272245606817087,0.00677141649890346,0.0132456307286011,0.00907261091299182,0.00422630397509102,0.00499821358920436,0.0361817197876548,0.0158748164260578,0.0323891869623661,0.00880932979596414,0.0203238015116576,0.00643972561535355,0.00431437578847686,0.043206554799828,0.00158568627659288,0.0166704742428087,0.0116813427901232,0.0139319875678454,0.010833953756262,0.00243542928093695,0.00579030880296937,0.0155848562687001,0.00590198345062795,0.0104112911295355,0.00984921472541964,0.00471025932959045,0.00914644570025767,0.00131959937332037,0.0427601818338047,0.0413113897253864,0.0033643642140308,0.0627470422555777,0,0.0234110472450372,0.00805300822976852,0.0160552644859083,0.00723075741517783,0.00980955451830436,0.0108945792447196,0.00153081233874237,0.00549891242136438,0.0178221696474787,0.0384966075398571,0.00860452305354476,0.0121603379239969
"3","1",0.00688128396496689,0.00349144306735806,0.0150975255912873,0.0294400159166818,0.0301859382593151,0.00439259644144081,0.014861342482262,0.0132222759340497,0.0121402015011209,0.0235026109604247,0.0271467856850037,0.0137161585333682,0.0144918905045598,0.0289120266221142,0.0290582281164703,0.0227094022837981,0.0101155719309497,0.011489521781378,0.00609179105264464,0.00429767401023828,0.0148284062546476,0.0190222219196105,0.0429921771954947,0.0217332702345239,0.00359603933762557,0.0414657018921282,0.0220881817416484,0.00803225045026272,0.0334631542880389,0.00966773368493776,0.00533606454584022,0.0506701711395635,0.00940952841919732,0.00427778687875277,0.0154619070716547,0.0130467812399363,0.00486687835525589,0.0174384037101364,0.0108747348116026,0.0105395489765383,0.0573465294160065,0.00976206626183099,0.00454450576916243,0.0205176626967549,0.0179021122653983,0.0190638511378505,0.00691042856333608,0.0113229124979533,0.0121845026123469,0.0575751530552241,0.010920753023344,0.0127391938277384,0.0185293311796565,0
"4","1",0.0010908420317524,0.00603706634682468,0.010018263135933,0.0432750289539517,0.0281596538908133,0.000782327458472404,0.0330829834834434,0.0126324874101525,0.0290868733721883,0.0444249042970593,0.00697935372900458,0.0276925218033306,0,0.0493742662772749,0.0470199916323438,0.0223411957619538,0.0199611831834963,0.0419660647435189,0.00205381339228265,0.0112764763334683,0.009274526419203,0.0137662794993315,0.053050778319057,0.00994029702126383,0.00284172921337216,0.0330987403259083,0.0268448470684755,0.0018924682441118,0.0265748957014375,0.00415236241315747,0.0054266891875519,0.0395485747426735,0.011943550190065,0.0187452064081768,0.0524199490670492,0.00424289908501705,0,0.00345901073315597,0.0019763600999654,0.00278437212351297,0.0561950730090876,0.0227879232808068,0.00570610926850232,0.00759707638120306,0.0225616759243457,0.0179679478801073,0.0021924077801692,0.00354235633289643,0.00807505882829808,0.0736410420941746,0.0166741006273263,0.0132767010117329,0.0190621271115126,0.00381160622701529
"5","1",0.0525563572652471,0.0177704241697787,0.023856862958994,0.024602244961625,0.0373980991245986,0.00772789819520334,0.016269774251891,0.0162223705667881,0.0217466585746236,0.0270382564203433,0.00780911819694696,0.0172291102358121,0.0172032986979804,0.00517783011139616,0.0304034117370184,0.0190971630066151,0.0127353676563218,0.0195792663136824,0.00482812659431367,0.0132994208138255,0.0177343691204457,0.00486329231560293,0.0310659020739411,0.007566426356679,0.00778239988241903,0.0131402023359368,0.0174465233166178,0.0122022684200746,0.0165174650771182,0.0135202024445196,0.00655240421174583,0.0181648216397733,0.0187739061741113,0.0109662478552598,0,0.00773177027612309,0.00913033214092748,0,0.0240141682680152,0.0174384786722994,0.0218927887093009,0.0160646870374346,0.0139736327590259,0.0156044392345145,0.0290416868229558,0.00809940923547175,0.00104668485490069,0.00439130525682714,0.0120363148164204,0.0174047253616005,0.0138081368579221,0.00437132519257531,0.0159070461381018,0.00710737131372984
"6","1",0.012644698650828,0.00649520150370976,0.0132629549727901,0.0493811693019708,0.0463149510620481,0.00818747269169823,0.0441821161327974,0,0.043981453928511,0.0250384021361838,0.00630188380903558,0.00192162356530994,0.0151877940782424,0.0195846815540562,0.0483538560952245,0.00616489487778339,0.0173491424149154,0.0262606861405477,0.0324675674826438,0.0251666678983807,0.00511775286978766,0.00105301481029001,0.0533596767777733,0.00110704885655633,0.0127929268547919,0.00878200103090023,0.000136859976650743,0.00502949294304106,0.0384880495190389,0.0101767885902826,0.0138545312491979,0.0461810538016012,0.0103004074742176,0.00218638972457674,0.00442027503007566,0.00395439812074194,0.0038551275331095,0.0307904557750924,0.0325051456123955,0.00830295192601468,0.0584089734305627,0.00105760208268962,0.0255742751684407,0.0155405980834803,0.0270265074431157,0.00951019553083802,0.00927746233887765,0.0137346908256345,0.0319696912002271,0,0.00124259805182652,0.0570938194845658,0.0347245549090537,0.00363853678246647
"7","1",0.0215973908820956,0.00390512163971762,0.0261426613751145,0.00840414928492058,0.0270078340973543,0.00872506895941765,0.00531323722449564,0.00593940239846321,0.022106280357173,0.018302388264979,0.0098182729009741,0.00488940061322462,0.00517808887081038,0.0118094326007125,0.0236002545462734,0.0290004513883753,0.003891489304745,0.0198558862916644,0.0141417750587959,0.0191806338760878,0.00962939003409659,0.00145763154419416,0.0503023967761808,0.00719308917223684,0.00813530249033586,0.013217662159247,0.00560218849190484,0.00168064865760702,0.00570487499060299,0.0189181504444727,0.0281529746759008,0.00802589106070986,0.0104473055620395,0.0121275276557117,0.00216090065088657,0.0176276033830773,0.0022907174499385,0.0407049472250805,0.0102322719033975,0.00330107213780295,0.0449468554474411,0.000912801970286734,0.00407173554621602,0.000951720350095941,0.0118977189952288,0.0123213453914596,0.00714479472238337,0.0162075152024868,0.024964033701721,0.0081635568734742,0.00578067404650564,0.0134533050675143,0.00369653528136165,0.00652898204193375
"8","1",0.00100731250854176,0.0199898995769969,0.0353041227381572,0.0157918484783644,0.0276394662521964,0.000665012802024077,0.0132765801065915,0.00745470807906688,0.0129372063909502,0.0275422342364343,0.0188854499392598,0.0169080604966729,0.00974064693442592,0.0162333047546939,0.0250106937788426,0.0145721315744674,0.00250084887964846,0.0120140531208649,0.0391975916486786,0.0103032350826732,0.019986663869066,0.0137390014721682,0.036233254373073,0.0309980721114754,0.0144837436688241,0.0274479299707935,0.0258997143978963,0.0305535442075303,0.0333867801808827,0.0119649110571514,0.00786456559257362,0.0216506953194761,0.0238092436325692,0.00792820911015133,0.0115847471731149,0.00946480487603223,0,0.0308389752113288,0.0307221967993255,0.0288847209351201,0.0140736989401206,0.0563294639153594,0.0429892135891862,0.00662973675119061,0.00719560886699089,0.00612262650386034,0.0293404921842387,0.0262641509353659,0.0261050390404305,0.0158224618977057,0.0249894694466306,0.0252679131708211,0.00870619518122994,0.0235017341854617
"10","1",0.00950615457065464,0.00343421499856498,0.0103891110798406,0.0207107435571163,0.0500596762674914,0.0158099012559292,0.024015824119219,0.0110082736916291,0.0379820608862093,0.0118568351433248,0.0131153873524185,0.000513264562289874,0.0014551683377068,0.00941267138640572,0.0353196491080692,0.0233502447715481,0.00540388850218497,0.00874660878123166,5.83887872847558e-05,0.00146431846010766,0.00310912234301814,0.017876120110015,0.0309327934921945,0.0153477116185658,0.0304182418195458,0.0215181167267648,0.00477290093012904,0.0356821629923858,0.0167630024855534,0.0235693319966377,0.0142253932473248,0.0279657632061416,0.00973457050976207,0.00752813588640295,0.0445426860626413,0.0223684538660491,0.0040485581194312,0.00510129387915562,0.00422702317135926,0.00711039078738333,0.0347500701173517,0.0185068143941499,0.00793719767308175,0.0133362449535704,0.0344425521832335,0.0085883431408238,0.00665713701249715,0.0101677602763032,0.00818472517730597,0.0150007109053047,0.0071884029565559,0.0196478388523293,0.0688278163071276,0.0219157396430159
"11","1",0.0124557240340037,0.001146624551211,0.0204707985791828,0.0132555982535117,0.0219730353844394,0.0122164078433455,0.0140625420042808,0.0121667663477281,0.018459657120516,0.0174400155537007,0.0214262013522063,0.0157445463851641,0.0293438030860509,0.0246645720264079,0.0166181007633948,0.0522159554789342,0.0148065035135256,0.00755237053909578,0.00433172949686233,0.00664271083558847,0.010427657770299,0.0204450960294077,0.0151156778802166,0.00604986972207712,0.00833521415407406,0.00104982413586364,0.0211404204041525,0.0252582647242702,0.03462191488714,0.00805516012609235,0.0370013057982459,0.0109878088368487,0.0308084958048571,0.0157253495367096,0.00270954355338555,0.0182660100437417,0.0135531994215729,0.0243878685799515,0.0342620013555285,0.023726447571917,0.021231606861961,0.0158488975984659,0.029727508053053,0.00821266044961973,0.0102971268019681,0.0027313690667632,0.0417520915818658,0.0333614581831697,0.0128451606515646,0.0138903935475104,0.0318711201686981,0.00955446097946139,0.0111340685260315,0.0120066935041308
"12","1",0,0,0.00259558459275778,0.0447797801052749,0.0306361782276808,0.0170246425183923,0.014163953177449,0.0247619618692482,0.0264988863590676,0.0197141906167733,0.00128844863944852,0.00561656472809829,0.00839485621256646,0.00524983380209206,0.0340222008802815,0.01403056095336,0.0470013031014066,0.00411741883928707,0.00612032000061103,0.0016194180658662,0.00636857494348697,0.0313570591822046,0.0517899220506378,0.019017268835052,0.049360576111494,0.040593493977486,0.0107933852320688,0.00333307132840478,0.00125723100170887,0.00167248191358066,0.000631087364938967,0.0147217831728695,0,0.00692406633092117,0.0874036849084405,0.00676784006455217,0.00955321013780898,0.0368143777522122,0,0.00235244255983397,0.0490542865753653,0.0138396446534727,0.0054568889098493,0.0240278910323501,0.00766926110235028,0.00887178828424848,0.027823607497513,0.011008399922245,0.00671377060423016,0.00744945965854001,0.0036556127965045,0.00952807331387737,0.0511775094294359,0.00942240373637076
"13","1",0.00353559869232953,0.0168813086412927,0.0205671356896212,0.0359301447359454,0.0495794660014773,0,0.00513273950219115,0.0246616151804482,0.0162873686030542,0.0281352613168208,0.0161702439819038,0,0.0156291597356627,0.00912049647645182,0.0153174326961087,0.0253914292915918,0.0053071424228921,0.0120761055469391,0.0276492341853272,0.0245952251525375,0.00206150199993592,0.00281591251053233,0.0496177870656169,0.00259664422117895,0.0068119829620448,0.00306825646796866,0.00369429406742798,0.0103741094989675,0.00579405190556415,0.00967282791287924,0.00449960266937681,0.019829639109657,0.0108476408375091,0.00487626345506709,0.00493427561331291,0.00203910149663756,0.00622987252222887,0.0226357370401525,0.00982676307912369,0.00134108183796575,0.0412043649722661,0.0150607833796923,0.004586718605738,0.0112614932261143,0.0107464192144359,0.000975511005356026,0.00470571022208406,0.0238573832810537,0.0140595125905832,0.017944904107298,0.0027418618672387,0.00504723512907174,0.00628219046301127,0.012865687660546
"14","1",0.0136183092211552,0.00384262927625057,0.0185250019149344,0.0203384157439168,0.0478199219039789,0.0171764625208787,0.0303831296187003,0.0032214689861534,0.0306163786648286,0.0304069703671724,0.0130528388871638,0.00672571026836982,0.0142199350701458,0.0351833999723209,0.0363739285530542,0.021585956911505,0.00542373521762985,0.0185386672679995,0.0101924172486659,0.00925063533110049,0.0051869827990035,0.00793790689416799,0.0628247582998365,0.00843466980440536,0.00154234178229543,0.0290274396048379,0.0290296656902399,0.0152161847786294,0.00968356517021554,0.00883617590596832,0.0228478151448663,0.00871819363354889,0.0208223368516601,0.00858319231904819,0.0256541176955891,0.0227621974456031,0.00986516700625422,0.00106639744614052,0.00786010623291998,0.00184156562816441,0.0535164986742803,0.0207683876914783,0.0218033689165965,0.00959167615264909,0.0137406383289479,0.0025888729441764,0.0037079150503004,0.0350694712757981,0.0128268190656967,0.0110301451530531,0.0166766551461982,0.0178704561677953,0.0144167232772285,0.0208820018190579
"15","1",0.0395039426683553,0.0136347819350993,0.0246122132907919,0.0304740933731422,0.046983476809708,0.00271594198298369,0.0152336624747134,0.0392055771843859,0.0281105498145178,0.00779880406784364,0.0084523150687622,0.0117352121459738,0.00104339678984314,0.00654256395972817,0.0244353147994955,0.0308646324600573,0.038085525643195,0.0312620778153097,0.00825130784055398,0.0442662144176624,0.00875058133910261,0.00382271475790628,0.0443651768924578,0,0.0104629413598683,0.0142828763560498,0.0113164674744386,0.00511938924512211,0.013322418440372,0.00597450661151697,0.0171912812892057,0.0138812482951166,0.00481657916351052,0.0211031213123182,0.00992224992046233,0.0180534962986421,0.0126277900249039,0.0345446261051565,0.0396947414339558,0.00258641435446581,0.0542769514368905,0.000387924996070026,0.0100704456072448,0.00780969453551838,0.0220181660092433,0.0162703034529921,0.00441863846996418,0.00535567147210419,0.0195578720140562,0.00799747620560902,0.015842226741448,0.0368080419240624,0.0154042317561502,0.0107689088428289
"16","1",0.0293438872804954,0.00449705543207402,0.0363817695885805,0.0202960587616111,0.0413444756895068,0.0032645935841932,0.0343128647204561,0,0.0191078604344498,0.0314386289404356,0.00292571801581299,0.0193589250331879,0.0294444487866196,0.00276668980097278,0.0259138663810104,0.015618768148323,0.0298263293553964,0.0259357880159011,0.0077110035307741,0.0236840910202424,0.00870018013630436,0.00103338926920457,0.0464691540311079,0,0.0102225179157267,0.0116041481501672,0.0111270279661567,0.00425927693642049,0.00176097238227677,0.00925503067029694,0.000789940404586138,0.00499814594551621,0.00901228025778561,0.015653312559102,0.00678271984922774,0.0104912803286746,0.00297856646534217,0.00605925746042783,0.0111354544288267,0.000360956263276567,0.0408081332355021,0.00780257703229336,0.00340131436077961,0.0183404984971342,0.0201587520394409,0.00601664899590762,0.0018783278448869,0.0171925140904469,0.00486465899884451,0.00865586012661366,0.0170642551528932,0.00475042679828942,0.00660760118200803,0.0223613015938811
